Location,date,total_cases,new_cases,total_deaths,population
Algeria,7/7/2020,16879,475,968,43851043
Algeria,7/8/2020,17348,469,978,43851043
Algeria,7/9/2020,17808,460,988,43851043
Algeria,7/10/2020,18242,434,996,43851043
Algeria,7/11/2020,18712,470,1004,43851043
Algeria,7/12/2020,19195,483,1011,43851043
Algeria,7/13/2020,19689,494,1018,43851043
Algeria,7/14/2020,20216,527,1028,43851043
Algeria,7/15/2020,20770,554,1040,43851043
Algeria,7/16/2020,21355,585,1052,43851043
Algeria,7/17/2020,21948,593,1057,43851043
Algeria,7/18/2020,22549,601,1068,43851043
Algeria,7/19/2020,23084,535,1078,43851043
Algeria,7/20/2020,23691,607,1087,43851043
Algeria,7/21/2020,24278,587,1100,43851043
Algeria,7/22/2020,24872,594,1111,43851043
Algeria,7/23/2020,25484,612,1124,43851043
Algeria,7/24/2020,26159,675,1136,43851043
Algeria,7/25/2020,26764,605,1146,43851043
Algeria,7/26/2020,27357,593,1155,43851043
Algeria,7/27/2020,27973,616,1163,43851043
Algeria,7/28/2020,28615,642,1174,43851043
Algeria,7/29/2020,29229,614,1186,43851043
Algeria,7/30/2020,29831,602,1200,43851043
Algeria,7/31/2020,30394,563,1210,43851043
Algeria,8/1/2020,30950,556,1223,43851043
Algeria,8/2/2020,31465,515,1231,43851043
Algeria,8/3/2020,31972,507,1239,43851043
Algeria,8/4/2020,32504,532,1248,43851043
Algeria,8/5/2020,33055,551,1261,43851043
Algeria,8/6/2020,33626,571,1273,43851043
Algeria,8/7/2020,34155,529,1282,43851043
Algeria,8/8/2020,34693,538,1293,43851043
Algeria,8/9/2020,35160,467,1302,43851043
Algeria,8/10/2020,35712,552,1312,43851043
Algeria,8/11/2020,36204,492,1322,43851043
Algeria,8/12/2020,36699,495,1333,43851043
Algeria,8/13/2020,37187,488,1341,43851043
Algeria,8/14/2020,37664,477,1351,43851043
Algeria,8/15/2020,38133,469,1360,43851043
Algeria,8/16/2020,38583,450,1370,43851043
Algeria,8/17/2020,39025,442,1379,43851043
Algeria,8/18/2020,39444,419,1391,43851043
Algeria,8/19/2020,39847,403,1402,43851043
Algeria,8/20/2020,40258,411,1411,43851043
Algeria,8/21/2020,40667,409,1418,43851043
Algeria,8/22/2020,41068,401,1424,43851043
Algeria,8/23/2020,41460,392,1435,43851043
Algeria,8/24/2020,41858,398,1446,43851043
Algeria,8/25/2020,42228,370,1456,43851043
Algeria,8/26/2020,42619,391,1465,43851043
Algeria,8/27/2020,43016,397,1475,43851043
Algeria,8/28/2020,43403,387,1483,43851043
Algeria,8/29/2020,43781,378,1491,43851043
Algeria,8/30/2020,44146,365,1501,43851043
Algeria,8/31/2020,44494,348,1510,43851043
Algeria,9/1/2020,44833,339,1518,43851043
Algeria,9/2/2020,45158,325,1523,43851043
Algeria,9/3/2020,45469,311,1529,43851043
Algeria,9/4/2020,45773,304,1539,43851043
Algeria,9/5/2020,46071,298,1549,43851043
Algeria,9/6/2020,46364,293,1556,43851043
Algeria,9/7/2020,46653,289,1562,43851043
Algeria,9/8/2020,46938,285,1571,43851043
Algeria,9/9/2020,47216,278,1581,43851043
Algeria,9/10/2020,47488,272,1591,43851043
Algeria,9/11/2020,47752,264,1599,43851043
Algeria,9/12/2020,48007,255,1605,43851043
Algeria,9/13/2020,48254,247,1612,43851043
Algeria,9/14/2020,48496,242,1620,43851043
Algeria,9/15/2020,48734,238,1632,43851043
Algeria,9/16/2020,48966,232,1645,43851043
Algeria,9/17/2020,49194,228,1654,43851043
Algeria,9/18/2020,49413,219,1659,43851043
Algeria,9/19/2020,49623,210,1665,43851043
Algeria,9/20/2020,49826,203,1672,43851043
Algeria,9/21/2020,50023,197,1679,43851043
Algeria,9/22/2020,50214,191,1689,43851043
Algeria,9/23/2020,50400,186,1698,43851043
Algeria,9/24/2020,50579,179,1703,43851043
Algeria,9/25/2020,50754,175,1707,43851043
Algeria,9/26/2020,50914,160,1711,43851043
Algeria,9/27/2020,51067,153,1714,43851043
Algeria,9/28/2020,51213,146,1719,43851043
Algeria,9/29/2020,51368,155,1726,43851043
Algeria,9/30/2020,51530,162,1736,43851043
Algeria,10/1/2020,51690,160,1741,43851043
Algeria,10/2/2020,51847,157,1749,43851043
Algeria,10/3/2020,51995,148,1756,43851043
Algeria,10/4/2020,52136,141,1760,43851043
Algeria,10/5/2020,52270,134,1768,43851043
Algeria,10/6/2020,52399,129,1768,43851043
Algeria,10/7/2020,52520,121,1771,43851043
Algeria,10/8/2020,52658,138,1783,43851043
Algeria,10/9/2020,52804,146,1789,43851043
Algeria,10/10/2020,52940,136,1795,43851043
Algeria,10/11/2020,53072,132,1801,43851043
Algeria,10/12/2020,53325,253,1809,43851043
Algeria,10/13/2020,53399,74,1818,43851043
Algeria,10/14/2020,53584,185,1827,43851043
Algeria,10/15/2020,53777,193,1827,43851043
Algeria,10/16/2020,53998,221,1841,43851043
Algeria,10/17/2020,54203,205,1846,43851043
Algeria,10/18/2020,54402,199,1856,43851043
Algeria,10/19/2020,54616,214,1865,43851043
Algeria,10/20/2020,54829,213,1873,43851043
Algeria,10/21/2020,55081,252,1880,43851043
Algeria,10/22/2020,55357,276,1888,43851043
Algeria,10/23/2020,55630,273,1897,43851043
Algeria,10/24/2020,55880,250,1907,43851043
Algeria,10/25/2020,56143,263,1914,43851043
Algeria,10/26/2020,56419,276,1922,43851043
Algeria,10/27/2020,56706,287,1931,43851043
Algeria,10/28/2020,57026,320,1941,43851043
Algeria,10/29/2020,57332,306,1949,43851043
Algeria,10/30/2020,57651,319,1956,43851043
Algeria,10/31/2020,57942,291,1964,43851043
Algeria,11/1/2020,58272,330,1973,43851043
Algeria,11/2/2020,58574,302,1980,43851043
Algeria,11/3/2020,58979,405,1980,43851043
Algeria,11/4/2020,59527,548,1999,43851043
Algeria,11/5/2020,60169,642,2011,43851043
Algeria,11/6/2020,60800,631,2024,43851043
Algeria,11/7/2020,61381,581,2036,43851043
Algeria,11/8/2020,62051,670,2048,43851043
Algeria,11/9/2020,62693,642,2062,43851043
Algeria,11/10/2020,63446,753,2077,43851043
Algeria,11/11/2020,64257,811,2093,43851043
Algeria,11/12/2020,65108,851,2111,43851043
Algeria,11/13/2020,65975,867,2124,43851043
Algeria,11/14/2020,66819,844,2139,43851043
Algeria,11/15/2020,67679,860,2154,43851043
Algeria,11/16/2020,68589,910,2168,43851043
Algeria,11/17/2020,69591,1002,2186,43851043
Algeria,11/18/2020,70629,1038,2206,43851043
Algeria,11/19/2020,71652,1023,2224,43851043
Algeria,11/20/2020,72755,1103,2236,43851043
Algeria,11/21/2020,73774,1019,2255,43851043
Algeria,11/22/2020,74862,1088,2272,43851043
Algeria,11/23/2020,75867,1005,2294,43851043
Algeria,11/24/2020,77000,1133,2309,43851043
Algeria,11/25/2020,78025,1025,2329,43851043
Algeria,11/26/2020,79110,1085,2352,43851043
Algeria,11/27/2020,80168,1058,2372,43851043
Algeria,11/28/2020,81212,1044,2393,43851043
Algeria,11/29/2020,82221,1009,2410,43851043
Algeria,11/30/2020,83199,978,2431,43851043
Algeria,12/1/2020,84152,953,2447,43851043
Algeria,12/2/2020,85084,932,2464,43851043
Algeria,12/3/2020,85927,843,2480,43851043
Algeria,12/4/2020,86730,803,2492,43851043
Algeria,12/5/2020,87502,772,2501,43851043
Algeria,12/6/2020,88252,750,2516,43851043
Algeria,12/7/2020,88825,573,2527,43851043
Algeria,12/8/2020,89416,591,2539,43851043
Algeria,12/9/2020,90014,598,2554,43851043
Algeria,12/10/2020,90579,565,2564,43851043
Algeria,12/11/2020,91121,542,2575,43851043
Algeria,12/12/2020,91638,517,2584,43851043
Algeria,12/13/2020,92102,464,2596,43851043
Algeria,12/14/2020,92597,495,2609,43851043
Algeria,12/15/2020,93065,468,2623,43851043
Algeria,12/16/2020,93507,442,2631,43851043
Algeria,12/17/2020,93933,426,2640,43851043
Algeria,12/18/2020,94371,438,2647,43851043
Algeria,12/19/2020,94781,410,2659,43851043
Algeria,12/20/2020,95203,422,2666,43851043
Algeria,12/21/2020,95659,456,2675,43851043
Algeria,12/22/2020,96069,410,2687,43851043
Algeria,12/23/2020,96549,480,2696,43851043
Algeria,12/24/2020,97007,458,2705,43851043
Algeria,12/25/2020,97441,434,2716,43851043
Algeria,12/26/2020,97857,416,2722,43851043
Algeria,12/27/2020,98249,392,2728,43851043
Algeria,12/28/2020,98631,382,2737,43851043
Algeria,12/29/2020,98988,357,2745,43851043
Algeria,12/30/2020,99311,323,2751,43851043
Algeria,12/31/2020,99610,299,2756,43851043
Algeria,1/1/2021,99897,287,2762,43851043
Algeria,1/2/2021,100159,262,2769,43851043
Algeria,1/3/2021,100408,249,2772,43851043
Algeria,1/4/2021,100645,237,2777,43851043
Algeria,1/5/2021,100873,228,2782,43851043
Algeria,1/6/2021,101120,247,2786,43851043
Algeria,1/7/2021,101382,262,2792,43851043
Algeria,1/8/2021,101657,275,2798,43851043
Algeria,1/9/2021,101913,256,2803,43851043
Algeria,1/10/2021,102144,231,2807,43851043
Algeria,1/11/2021,102369,225,2812,43851043
Algeria,1/12/2021,102641,272,2816,43851043
Algeria,1/13/2021,102860,219,2819,43851043
Algeria,1/14/2021,103127,267,2822,43851043
Algeria,1/15/2021,103381,254,2827,43851043
Algeria,1/16/2021,103611,230,2831,43851043
Algeria,1/17/2021,103833,222,2836,43851043
Algeria,1/18/2021,104092,259,2840,43851043
Algeria,1/19/2021,104341,249,2843,43851043
Algeria,1/20/2021,104606,265,2849,43851043
Algeria,1/21/2021,104852,246,2853,43851043
Algeria,1/22/2021,105124,272,2856,43851043
Algeria,1/23/2021,105369,245,2861,43851043
Algeria,1/24/2021,105596,227,2863,43851043
Algeria,1/25/2021,105854,258,2866,43851043
Algeria,1/26/2021,106097,243,2871,43851043
Algeria,1/27/2021,106359,262,2877,43851043
Algeria,1/28/2021,106610,251,2881,43851043
Algeria,1/29/2021,106887,277,2884,43851043
Algeria,1/30/2021,107122,235,2888,43851043
Algeria,1/31/2021,107339,217,2891,43851043
Algeria,2/1/2021,107578,239,2894,43851043
Algeria,2/2/2021,107841,263,2898,43851043
Algeria,2/3/2021,108116,275,2900,43851043
Algeria,2/4/2021,108381,265,2904,43851043
Algeria,2/5/2021,108629,248,2909,43851043
Algeria,2/6/2021,108629,0,2909,43851043
Algeria,2/7/2021,109088,459,2914,43851043
Algeria,2/8/2021,109313,225,2918,43851043
Algeria,2/9/2021,109559,246,2924,43851043
Algeria,2/10/2021,109782,223,2926,43851043
Algeria,2/11/2021,110049,267,2930,43851043
Algeria,2/12/2021,110303,254,2932,43851043
Algeria,2/13/2021,110513,210,2935,43851043
Algeria,2/14/2021,110711,198,2939,43851043
Algeria,2/15/2021,110894,183,2943,43851043
Algeria,2/16/2021,111069,175,2945,43851043
Algeria,2/17/2021,111247,178,2947,43851043
Algeria,2/18/2021,111418,171,2950,43851043
Algeria,2/19/2021,111600,182,2954,43851043
Algeria,2/20/2021,111764,164,2958,43851043
Algeria,2/21/2021,111917,153,2961,43851043
Algeria,2/22/2021,112094,177,2964,43851043
Algeria,2/23/2021,112279,185,2967,43851043
Algeria,2/24/2021,112461,182,2970,43851043
Algeria,2/25/2021,112622,161,2973,43851043
Algeria,2/26/2021,112805,183,2977,43851043
Algeria,2/27/2021,112960,155,2979,43851043
Algeria,2/28/2021,113092,132,2983,43851043
Algeria,3/1/2021,113255,163,2987,43851043
Algeria,3/2/2021,113430,175,2991,43851043
Algeria,3/3/2021,113593,163,2996,43851043
Algeria,3/4/2021,113761,168,3002,43851043
Algeria,3/5/2021,113948,187,3007,43851043
Algeria,3/6/2021,114104,156,3010,43851043
Algeria,3/7/2021,114234,130,3013,43851043
Algeria,3/8/2021,114382,148,3018,43851043
Algeria,3/9/2021,114543,161,3022,43851043
Algeria,3/10/2021,114681,138,3026,43851043
Algeria,3/11/2021,114851,170,3028,43851043
Algeria,3/12/2021,115008,157,3031,43851043
Algeria,3/13/2021,115143,135,3034,43851043
Algeria,3/14/2021,115265,122,3036,43851043
Algeria,3/15/2021,115410,145,3040,43851043
Algeria,3/16/2021,115540,130,3045,43851043
Algeria,3/17/2021,115688,148,3048,43851043
Algeria,3/18/2021,115842,154,3051,43851043
Algeria,3/19/2021,115970,128,3053,43851043
Algeria,3/20/2021,116066,96,3055,43851043
Algeria,3/21/2021,116157,91,3057,43851043
Algeria,3/22/2021,116255,98,3061,43851043
Algeria,3/23/2021,116349,94,3066,43851043
Algeria,3/24/2021,116438,89,3069,43851043
Algeria,3/25/2021,116543,105,3071,43851043
Algeria,3/26/2021,116657,114,3074,43851043
Algeria,3/27/2021,116750,93,3077,43851043
Algeria,3/28/2021,116836,86,3080,43851043
Algeria,3/29/2021,116946,110,3084,43851043
Algeria,3/30/2021,117061,115,3089,43851043
Algeria,3/31/2021,117192,131,3093,43851043
Algeria,4/1/2021,117304,112,3096,43851043
Algeria,4/2/2021,117429,125,3099,43851043
Algeria,4/3/2021,117524,95,3102,43851043
Algeria,4/4/2021,117622,98,3105,43851043
Algeria,4/5/2021,117739,117,3108,43851043
Algeria,4/6/2021,117879,140,3112,43851043
Algeria,4/7/2021,118004,125,3116,43851043
Algeria,4/8/2021,118116,112,3119,43851043
Algeria,4/9/2021,118251,135,3123,43851043
Algeria,4/10/2021,118378,127,3126,43851043
Algeria,4/11/2021,118516,138,3130,43851043
Algeria,4/12/2021,118645,129,3134,43851043
Algeria,4/13/2021,118799,154,3137,43851043
Algeria,4/14/2021,118975,176,3141,43851043
Algeria,4/15/2021,119142,167,3144,43851043
Algeria,4/16/2021,119323,181,3148,43851043
Algeria,4/17/2021,119486,163,3152,43851043
Algeria,4/18/2021,119642,156,3155,43851043
Algeria,4/19/2021,119805,163,3160,43851043
Algeria,4/20/2021,119992,187,3165,43851043
Algeria,4/21/2021,120174,182,3172,43851043
Algeria,4/22/2021,120363,189,3181,43851043
Algeria,4/23/2021,120562,199,3190,43851043
Algeria,4/24/2021,120736,174,3198,43851043
Algeria,4/25/2021,120922,186,3207,43851043
Algeria,4/26/2021,121112,190,3217,43851043
Azerbaijan,3/1/2020,3,3,,10139175
Azerbaijan,3/2/2020,3,0,,10139175
Azerbaijan,3/3/2020,3,0,,10139175
Azerbaijan,3/4/2020,3,0,,10139175
Azerbaijan,3/5/2020,6,3,,10139175
Azerbaijan,3/6/2020,6,0,,10139175
Azerbaijan,3/7/2020,9,3,,10139175
Azerbaijan,3/8/2020,9,0,,10139175
Azerbaijan,3/9/2020,9,0,,10139175
Azerbaijan,3/10/2020,11,2,,10139175
Azerbaijan,3/11/2020,11,0,,10139175
Azerbaijan,3/12/2020,11,0,,10139175
Azerbaijan,3/13/2020,15,4,1,10139175
Azerbaijan,3/14/2020,15,0,1,10139175
Azerbaijan,3/15/2020,23,8,1,10139175
Azerbaijan,3/16/2020,28,5,1,10139175
Azerbaijan,3/17/2020,28,0,1,10139175
Azerbaijan,3/18/2020,28,0,1,10139175
Azerbaijan,3/19/2020,44,16,1,10139175
Azerbaijan,3/20/2020,44,0,1,10139175
Azerbaijan,3/21/2020,53,9,1,10139175
Azerbaijan,3/22/2020,65,12,1,10139175
Azerbaijan,3/23/2020,72,7,1,10139175
Azerbaijan,3/24/2020,87,15,1,10139175
Azerbaijan,3/25/2020,93,6,2,10139175
Azerbaijan,3/26/2020,122,29,3,10139175
Azerbaijan,3/27/2020,165,43,3,10139175
Azerbaijan,3/28/2020,182,17,4,10139175
Azerbaijan,3/29/2020,209,27,4,10139175
Azerbaijan,3/30/2020,273,64,4,10139175
Azerbaijan,3/31/2020,298,25,5,10139175
Azerbaijan,4/1/2020,359,61,5,10139175
Azerbaijan,4/2/2020,400,41,5,10139175
Azerbaijan,4/3/2020,443,43,5,10139175
Azerbaijan,4/4/2020,521,78,5,10139175
Azerbaijan,4/5/2020,584,63,7,10139175
Azerbaijan,4/6/2020,641,57,7,10139175
Azerbaijan,4/7/2020,717,76,8,10139175
Azerbaijan,4/8/2020,822,105,8,10139175
Azerbaijan,4/9/2020,926,104,9,10139175
Azerbaijan,4/10/2020,991,65,10,10139175
Azerbaijan,4/11/2020,1058,67,11,10139175
Azerbaijan,4/12/2020,1098,40,11,10139175
Azerbaijan,4/13/2020,1148,50,12,10139175
Azerbaijan,4/14/2020,1197,49,13,10139175
Azerbaijan,4/15/2020,1253,56,13,10139175
Azerbaijan,4/16/2020,1283,30,15,10139175
Azerbaijan,4/17/2020,1340,57,15,10139175
Azerbaijan,4/18/2020,1373,33,18,10139175
Azerbaijan,4/19/2020,1398,25,19,10139175
Azerbaijan,4/20/2020,1436,38,19,10139175
Azerbaijan,4/21/2020,1480,44,20,10139175
Azerbaijan,4/22/2020,1518,38,20,10139175
Azerbaijan,4/23/2020,1548,30,20,10139175
Azerbaijan,4/24/2020,1592,44,21,10139175
Azerbaijan,4/25/2020,1617,25,21,10139175
Azerbaijan,4/26/2020,1645,28,21,10139175
Azerbaijan,4/27/2020,1678,33,22,10139175
Azerbaijan,4/28/2020,1717,39,22,10139175
Azerbaijan,4/29/2020,1766,49,23,10139175
Azerbaijan,4/30/2020,1804,38,24,10139175
Azerbaijan,5/1/2020,1854,50,25,10139175
Azerbaijan,5/2/2020,1894,40,25,10139175
Azerbaijan,5/3/2020,1932,38,25,10139175
Azerbaijan,5/4/2020,1984,52,26,10139175
Azerbaijan,5/5/2020,2060,76,26,10139175
Azerbaijan,5/6/2020,2127,67,28,10139175
Azerbaijan,5/7/2020,2204,77,28,10139175
Azerbaijan,5/8/2020,2279,75,28,10139175
Azerbaijan,5/9/2020,2422,143,31,10139175
Azerbaijan,5/10/2020,2519,97,32,10139175
Azerbaijan,5/11/2020,2589,70,32,10139175
Azerbaijan,5/12/2020,2693,104,33,10139175
Azerbaijan,5/13/2020,2758,65,35,10139175
Azerbaijan,5/14/2020,2879,121,35,10139175
Azerbaijan,5/15/2020,2980,101,36,10139175
Azerbaijan,5/16/2020,3138,158,36,10139175
Azerbaijan,5/17/2020,3274,136,39,10139175
Azerbaijan,5/18/2020,3387,113,40,10139175
Azerbaijan,5/19/2020,3518,131,41,10139175
Azerbaijan,5/20/2020,3631,113,43,10139175
Azerbaijan,5/21/2020,3749,118,44,10139175
Azerbaijan,5/22/2020,3855,106,46,10139175
Azerbaijan,5/23/2020,3982,127,49,10139175
Azerbaijan,5/24/2020,4122,140,49,10139175
Azerbaijan,5/25/2020,4271,149,51,10139175
Azerbaijan,5/26/2020,4403,132,52,10139175
Azerbaijan,5/27/2020,4568,165,54,10139175
Azerbaijan,5/28/2020,4759,191,56,10139175
Azerbaijan,5/29/2020,4989,230,58,10139175
Azerbaijan,5/30/2020,5246,257,61,10139175
Azerbaijan,5/31/2020,5494,248,63,10139175
Azerbaijan,6/1/2020,5662,168,68,10139175
Azerbaijan,6/2/2020,5935,273,71,10139175
Azerbaijan,6/3/2020,6260,325,76,10139175
Azerbaijan,6/4/2020,6522,262,78,10139175
Azerbaijan,6/5/2020,6860,338,82,10139175
Azerbaijan,6/6/2020,7239,379,84,10139175
Azerbaijan,6/7/2020,7553,314,88,10139175
Azerbaijan,6/8/2020,7876,323,93,10139175
Azerbaijan,6/9/2020,8191,315,98,10139175
Azerbaijan,6/10/2020,8530,339,102,10139175
Azerbaijan,6/11/2020,8882,352,108,10139175
Azerbaijan,6/12/2020,9218,336,113,10139175
Azerbaijan,6/13/2020,9570,352,115,10139175
Azerbaijan,6/14/2020,9957,387,119,10139175
Azerbaijan,6/15/2020,10324,367,122,10139175
Azerbaijan,6/16/2020,10662,338,126,10139175
Azerbaijan,6/17/2020,10991,329,133,10139175
Azerbaijan,6/18/2020,11329,338,139,10139175
Azerbaijan,6/19/2020,11767,438,143,10139175
Azerbaijan,6/20/2020,12238,471,148,10139175
Azerbaijan,6/21/2020,12729,491,154,10139175
Azerbaijan,6/22/2020,13207,478,161,10139175
Azerbaijan,6/23/2020,13715,508,167,10139175
Azerbaijan,6/24/2020,14305,590,174,10139175
Azerbaijan,6/25/2020,14852,547,180,10139175
Azerbaijan,6/26/2020,15369,517,187,10139175
Azerbaijan,6/27/2020,15890,521,193,10139175
Azerbaijan,6/28/2020,16424,534,198,10139175
Azerbaijan,6/29/2020,16968,544,206,10139175
Azerbaijan,6/30/2020,17524,556,213,10139175
Azerbaijan,7/1/2020,18112,588,220,10139175
Azerbaijan,7/2/2020,18684,572,228,10139175
Azerbaijan,7/3/2020,19267,583,235,10139175
Azerbaijan,7/4/2020,19801,534,241,10139175
Azerbaijan,7/5/2020,20324,523,250,10139175
Azerbaijan,7/6/2020,20837,513,258,10139175
Azerbaijan,7/7/2020,21374,537,265,10139175
Azerbaijan,7/8/2020,21916,542,274,10139175
Azerbaijan,7/9/2020,22464,548,284,10139175
Azerbaijan,7/10/2020,22990,526,292,10139175
Azerbaijan,7/11/2020,23521,531,298,10139175
Azerbaijan,7/12/2020,24041,520,306,10139175
Azerbaijan,7/13/2020,24570,529,313,10139175
Azerbaijan,7/14/2020,25113,543,319,10139175
Azerbaijan,7/15/2020,25672,559,326,10139175
Azerbaijan,7/16/2020,26165,493,334,10139175
Azerbaijan,7/17/2020,26636,471,341,10139175
Azerbaijan,7/18/2020,27133,497,349,10139175
Azerbaijan,7/19/2020,27521,388,354,10139175
Azerbaijan,7/20/2020,27890,369,363,10139175
Azerbaijan,7/21/2020,28242,352,376,10139175
Azerbaijan,7/22/2020,28633,391,385,10139175
